experiment_id,date,git_commit,seed,model,parameter_count,dataset,task_type,train_classes,test_domain,normalization,augmentation,learning_rate,batch_size,best_epoch,accuracy,macro_f1,weighted_f1,ece,notes

first_full_baseline,2026-09-09T00:16:43.772212+00:00,0c984613637760f82d21fb6cf8d13bdeaaafcce0,42,provisional_compact_cnn,240962,radioml2018,binary_synthetic_jamming_detection,clean|jammed,RadioML held-out test,none,none,0.001,128,7,0.8702096890817065,0.8679858412962194,0.8679858412962194,0.07656287363270442,Held-out source test; appended by scripts/evaluate.py
