modulation,source_snr_db,jammer_type,jsr_db,num_samples,detection_rate,mean_jam_probability
16QAM,20.0,barrage,5.0,10,1.0,0.9999987959861756
16QAM,20.0,barrage,10.0,10,1.0,1.0
16QAM,20.0,chirp,-10.0,10,0.0,0.10064146239310504
16QAM,20.0,chirp,-5.0,10,1.0,0.7584814906120301
16QAM,20.0,chirp,0.0,10,1.0,0.9986203491687775
16QAM,20.0,chirp,5.0,10,1.0,0.9999988675117493
16QAM,20.0,chirp,10.0,10,1.0,0.9999996781349182
16QAM,20.0,tone,-10.0,10,0.0,0.13694578930735588
16QAM,20.0,tone,-5.0,10,0.9,0.7533135905861854
16QAM,20.0,tone,0.0,10,1.0,0.9985537707805634
16QAM,20.0,tone,5.0,10,1.0,0.9999980926513672
16QAM,20.0,tone,10.0,10,1.0,0.9999998450279236
16QAM,30.0,barrage,-10.0,10,0.0,0.09382220730185509
16QAM,30.0,barrage,-5.0,10,1.0,0.6259319841861725
16QAM,30.0,barrage,0.0,10,1.0,0.9974205553531647
16QAM,30.0,barrage,5.0,10,1.0,0.9999988436698913
16QAM,30.0,barrage,10.0,10,1.0,0.9999999761581421
16QAM,30.0,chirp,-10.0,10,0.0,0.09914785958826541
16QAM,30.0,chirp,-5.0,10,0.9,0.7143088996410369
16QAM,30.0,chirp,0.0,10,1.0,0.9987726330757141
16QAM,30.0,chirp,5.0,10,1.0,0.999998414516449
16QAM,30.0,chirp,10.0,10,1.0,0.999999713897705
16QAM,30.0,tone,-10.0,10,0.0,0.11637170091271401
16QAM,30.0,tone,-5.0,10,0.8,0.7036734208464622
16QAM,30.0,tone,0.0,10,1.0,0.9994329571723938
16QAM,30.0,tone,5.0,10,1.0,0.9999985337257385
16QAM,30.0,tone,10.0,10,1.0,0.9999836087226868
256QAM,-20.0,barrage,-10.0,9,0.0,0.06757722919185956
256QAM,-20.0,barrage,-5.0,9,0.0,0.31941181586848366
256QAM,-20.0,barrage,0.0,9,1.0,0.991413758860694
256QAM,-20.0,barrage,5.0,9,1.0,0.9999970462587144
256QAM,-20.0,barrage,10.0,9,1.0,0.9999998807907104
256QAM,-20.0,chirp,-10.0,9,0.0,0.07397908137904273
256QAM,-20.0,chirp,-5.0,9,0.2222222222222222,0.3124771647983127
256QAM,-20.0,chirp,0.0,9,1.0,0.9868114789326986
256QAM,-20.0,chirp,5.0,9,1.0,0.9999757342868381
256QAM,-20.0,chirp,10.0,9,1.0,0.9999990728166368
256QAM,-20.0,tone,-10.0,9,0.0,0.07127924842966928
256QAM,-20.0,tone,-5.0,9,0.5555555555555556,0.5470508817169402
256QAM,-20.0,tone,0.0,9,1.0,0.9884900715616014
256QAM,-20.0,tone,5.0,9,1.0,0.999985310766432
256QAM,-20.0,tone,10.0,9,1.0,0.9999985429975722
256QAM,-10.0,barrage,-10.0,10,0.0,0.05911208800971508
256QAM,-10.0,barrage,-5.0,10,0.2,0.3229998603463173
256QAM,-10.0,barrage,0.0,10,1.0,0.9894145548343658
256QAM,-10.0,barrage,5.0,10,1.0,0.9999970078468323
256QAM,-10.0,barrage,10.0,10,1.0,0.9999999046325684
256QAM,-10.0,chirp,-10.0,10,0.0,0.0687967922538519
256QAM,-10.0,chirp,-5.0,10,0.3,0.4139546021819115
256QAM,-10.0,chirp,0.0,10,1.0,0.9929119110107422
256QAM,-10.0,chirp,5.0,10,1.0,0.9999349892139435
256QAM,-10.0,chirp,10.0,10,1.0,0.9999990344047547
256QAM,-10.0,tone,-10.0,10,0.0,0.05462264008820057
256QAM,-10.0,tone,-5.0,10,0.5,0.5365568086504936
256QAM,-10.0,tone,0.0,10,1.0,0.9872662127017975
256QAM,-10.0,tone,5.0,10,1.0,0.9999744892120361
256QAM,-10.0,tone,10.0,10,1.0,0.9999986410140991
256QAM,0.0,barrage,-10.0,9,0.0,0.2637340658240848
256QAM,0.0,barrage,-5.0,9,1.0,0.756359510951572
256QAM,0.0,barrage,0.0,9,1.0,0.9983669386969672
256QAM,0.0,barrage,5.0,9,1.0,0.9999990595711602
256QAM,0.0,barrage,10.0,9,1.0,1.0
256QAM,0.0,chirp,-10.0,9,0.1111111111111111,0.3084827727741665
256QAM,0.0,chirp,-5.0,9,1.0,0.8719209035237631
256QAM,0.0,chirp,0.0,9,1.0,0.9975208640098572
256QAM,0.0,chirp,5.0,9,1.0,0.9999992317623563
256QAM,0.0,chirp,10.0,9,1.0,0.9999998807907104
256QAM,0.0,tone,-10.0,9,0.1111111111111111,0.314817204243607
256QAM,0.0,tone,-5.0,9,1.0,0.8561675018734403
256QAM,0.0,tone,0.0,9,1.0,0.9983734819624159
256QAM,0.0,tone,5.0,9,1.0,0.9999953243467543
256QAM,0.0,tone,10.0,9,1.0,0.9999788337283664
256QAM,10.0,barrage,-10.0,9,0.1111111111111111,0.1872322333769666
256QAM,10.0,barrage,-5.0,9,0.7777777777777778,0.6648639308081733
256QAM,10.0,barrage,0.0,9,1.0,0.9955873290697733
256QAM,10.0,barrage,5.0,9,1.0,0.9999993112352159
256QAM,10.0,barrage,10.0,9,1.0,1.0
256QAM,10.0,chirp,-10.0,9,0.2222222222222222,0.2510852590203285
256QAM,10.0,chirp,-5.0,9,0.7777777777777778,0.6463656181262599
256QAM,10.0,chirp,0.0,9,1.0,0.9981849326027764
256QAM,10.0,chirp,5.0,9,1.0,0.9999982118606567
256QAM,10.0,chirp,10.0,9,1.0,0.9999997880723741
256QAM,10.0,tone,-10.0,9,0.1111111111111111,0.24884049387441742
256QAM,10.0,tone,-5.0,9,0.6666666666666666,0.7617297404342227
256QAM,10.0,tone,0.0,9,1.0,0.9973047706815932
256QAM,10.0,tone,5.0,9,1.0,0.9999993244806925
256QAM,10.0,tone,10.0,9,1.0,0.9999835888544718
256QAM,20.0,barrage,-10.0,9,0.1111111111111111,0.21630033519532946
256QAM,20.0,barrage,-5.0,9,0.6666666666666666,0.6432680305507448
256QAM,20.0,barrage,0.0,9,1.0,0.9962056544091966
256QAM,20.0,barrage,5.0,9,1.0,0.9999984635247124
256QAM,20.0,barrage,10.0,9,1.0,0.9999999867545234
256QAM,20.0,chirp,-10.0,9,0.3333333333333333,0.2801231839176681
256QAM,20.0,chirp,-5.0,9,0.7777777777777778,0.7206453159451485
256QAM,20.0,chirp,0.0,9,1.0,0.9973416394657559
256QAM,20.0,chirp,5.0,9,1.0,0.9999983972973294
256QAM,20.0,chirp,10.0,9,1.0,0.999999033080207
256QAM,20.0,tone,-10.0,9,0.1111111111111111,0.21133189751870102
256QAM,20.0,tone,-5.0,9,0.8888888888888888,0.8141862650712332
256QAM,20.0,tone,0.0,9,1.0,0.9898998604880439
256QAM,20.0,tone,5.0,9,1.0,0.9998963077863058
256QAM,20.0,tone,10.0,9,1.0,0.9999997483359443
256QAM,30.0,barrage,-10.0,9,0.3333333333333333,0.2652546796533797
256QAM,30.0,barrage,-5.0,9,0.7777777777777778,0.7093814147843255
256QAM,30.0,barrage,0.0,9,1.0,0.9987182948324416
256QAM,30.0,barrage,5.0,9,1.0,0.9999992979897393
256QAM,30.0,barrage,10.0,9,1.0,1.0
256QAM,30.0,chirp,-10.0,9,0.1111111111111111,0.25563252303335404
256QAM,30.0,chirp,-5.0,9,0.8888888888888888,0.8101738823784722
256QAM,30.0,chirp,0.0,9,1.0,0.9995119704140557
256QAM,30.0,chirp,5.0,9,1.0,0.9999978144963583
256QAM,30.0,chirp,10.0,9,1.0,0.9999998013178507
256QAM,30.0,tone,-10.0,9,0.3333333333333333,0.3777828456626998
256QAM,30.0,tone,-5.0,9,1.0,0.8919142550892301
256QAM,30.0,tone,0.0,9,1.0,0.9997534420755174
256QAM,30.0,tone,5.0,9,1.0,0.9999996158811781
256QAM,30.0,tone,10.0,9,1.0,0.9999997483359443
32APSK,-20.0,barrage,-10.0,9,0.0,0.06475855120354229
32APSK,-20.0,barrage,-5.0,9,0.0,0.27942627833949196
32APSK,-20.0,barrage,0.0,9,1.0,0.9906865888171725
32APSK,-20.0,barrage,5.0,9,1.0,0.9999967548582289
32APSK,-20.0,barrage,10.0,9,1.0,0.9999998807907104
32APSK,-20.0,chirp,-10.0,9,0.0,0.0691336811416679
32APSK,-20.0,chirp,-5.0,9,0.4444444444444444,0.46516693300671047
32APSK,-20.0,chirp,0.0,9,1.0,0.983809126747979
32APSK,-20.0,chirp,5.0,9,1.0,0.9999435411559211
32APSK,-20.0,chirp,10.0,9,1.0,0.9999985959794786
32APSK,-20.0,tone,-10.0,9,0.0,0.0670653950009081
32APSK,-20.0,tone,-5.0,9,0.5555555555555556,0.6175440218713548
32APSK,-20.0,tone,0.0,9,1.0,0.9917861355675591
32APSK,-20.0,tone,5.0,9,1.0,0.9999927282333374
32APSK,-20.0,tone,10.0,9,1.0,0.9999977350234985
32APSK,-10.0,barrage,-10.0,9,0.0,0.06468177338441213
32APSK,-10.0,barrage,-5.0,9,0.1111111111111111,0.31167179842789966
32APSK,-10.0,barrage,0.0,9,1.0,0.990284177992079
32APSK,-10.0,barrage,5.0,9,1.0,0.9999969270494249
32APSK,-10.0,barrage,10.0,9,1.0,0.9999999072816637
32APSK,-10.0,chirp,-10.0,9,0.0,0.07159244062172042
32APSK,-10.0,chirp,-5.0,9,0.4444444444444444,0.5058964027298821
32APSK,-10.0,chirp,0.0,9,1.0,0.96433910396364
32APSK,-10.0,chirp,5.0,9,1.0,0.9999898672103882
32APSK,-10.0,chirp,10.0,9,1.0,0.9999988608890109
32APSK,-10.0,tone,-10.0,9,0.0,0.09104025488098462
32APSK,-10.0,tone,-5.0,9,0.2222222222222222,0.41825323303540546
32APSK,-10.0,tone,0.0,9,1.0,0.9849813514285617
32APSK,-10.0,tone,5.0,9,1.0,0.9999845557742648
32APSK,-10.0,tone,10.0,9,1.0,0.9999995628992716
32APSK,0.0,barrage,-10.0,10,0.0,0.15235419869422911
32APSK,0.0,barrage,-5.0,10,0.7,0.5661090314388275
32APSK,0.0,barrage,0.0,10,1.0,0.9960104882717132
32APSK,0.0,barrage,5.0,10,1.0,0.9999984741210938
32APSK,0.0,barrage,10.0,10,1.0,0.9999999642372132
32APSK,0.0,chirp,-10.0,10,0.0,0.16606030240654945
32APSK,0.0,chirp,-5.0,10,0.9,0.7018322348594666
32APSK,0.0,chirp,0.0,10,1.0,0.9917506575584412
32APSK,0.0,chirp,5.0,10,1.0,0.999968272447586
32APSK,0.0,chirp,10.0,10,1.0,0.9999991059303284
32APSK,0.0,tone,-10.0,10,0.0,0.18879659622907638
32APSK,0.0,tone,-5.0,10,0.7,0.5920659363269806
32APSK,0.0,tone,0.0,10,1.0,0.9961466610431671
32APSK,0.0,tone,5.0,10,1.0,0.9999752283096314
32APSK,0.0,tone,10.0,10,1.0,0.9999815702438355
32APSK,10.0,barrage,-10.0,9,0.0,0.12218141183257103
32APSK,10.0,barrage,-5.0,9,1.0,0.6942150327894423
32APSK,10.0,barrage,0.0,9,1.0,0.9978807701004876
32APSK,10.0,barrage,5.0,9,1.0,0.9999988079071045
32APSK,10.0,barrage,10.0,9,1.0,0.9999999867545234
32APSK,10.0,chirp,-10.0,9,0.0,0.21180983011921248
32APSK,10.0,chirp,-5.0,9,0.8888888888888888,0.7283805774317847
32APSK,10.0,chirp,0.0,9,1.0,0.9931515720155504
32APSK,10.0,chirp,5.0,9,1.0,0.9999971389770508
32APSK,10.0,chirp,10.0,9,1.0,0.9999995628992716
32APSK,10.0,tone,-10.0,9,0.0,0.1959909631146325
32APSK,10.0,tone,-5.0,9,1.0,0.8641279406017728
32APSK,10.0,tone,0.0,9,1.0,0.9993841250737509
32APSK,10.0,tone,5.0,9,1.0,0.9999835888544718
32APSK,10.0,tone,10.0,9,1.0,0.9999977217780219
32APSK,20.0,barrage,-10.0,9,0.0,0.11777416202757093
32APSK,20.0,barrage,-5.0,9,1.0,0.7375138335757785
32APSK,20.0,barrage,0.0,9,1.0,0.9967934952841865
32APSK,20.0,barrage,5.0,9,1.0,0.9999988343980577
32APSK,20.0,barrage,10.0,9,1.0,1.0
32APSK,20.0,chirp,-10.0,9,0.0,0.14210142484969562
32APSK,20.0,chirp,-5.0,9,1.0,0.7730967866049873
32APSK,20.0,chirp,0.0,9,1.0,0.9503933986028036
32APSK,20.0,chirp,5.0,9,1.0,0.9999977615144517
32APSK,20.0,chirp,10.0,9,1.0,0.999999827808804
32APSK,20.0,tone,-10.0,9,0.0,0.16799723522530663
32APSK,20.0,tone,-5.0,9,0.8888888888888888,0.7910245176818635
32APSK,20.0,tone,0.0,9,1.0,0.9996566242641873
32APSK,20.0,tone,5.0,9,1.0,0.9999904765023125
32APSK,20.0,tone,10.0,9,1.0,0.999999483426412
32APSK,30.0,barrage,-10.0,9,0.0,0.13205757406022814
32APSK,30.0,barrage,-5.0,9,0.8888888888888888,0.7365386419826083
32APSK,30.0,barrage,0.0,9,1.0,0.9977487259440951
32APSK,30.0,barrage,5.0,9,1.0,0.9999991125530667
32APSK,30.0,barrage,10.0,9,1.0,1.0
32APSK,30.0,chirp,-10.0,9,0.0,0.1725283232000139
32APSK,30.0,chirp,-5.0,9,0.7777777777777778,0.6582700684666634
32APSK,30.0,chirp,0.0,9,1.0,0.9986978504392836
32APSK,30.0,chirp,5.0,9,1.0,0.9999970330132378
32APSK,30.0,chirp,10.0,9,1.0,0.9999996423721313
32APSK,30.0,tone,-10.0,9,0.2222222222222222,0.25178430043160915
32APSK,30.0,tone,-5.0,9,1.0,0.8621981806225247
32APSK,30.0,tone,0.0,9,1.0,0.9997534222073026
32APSK,30.0,tone,5.0,9,1.0,0.9999925427966647
32APSK,30.0,tone,10.0,9,1.0,0.9999994436899821
32PSK,-20.0,barrage,-10.0,9,0.0,0.06037615239620209
32PSK,-20.0,barrage,-5.0,9,0.0,0.2969915784067578
32PSK,-20.0,barrage,0.0,9,1.0,0.9896920257144504
32PSK,-20.0,barrage,5.0,9,1.0,0.9999963310029771
32PSK,-20.0,barrage,10.0,9,1.0,0.9999999072816637
32PSK,-20.0,chirp,-10.0,9,0.0,0.06711503697766198
32PSK,-20.0,chirp,-5.0,9,0.2222222222222222,0.4517144113779068
32PSK,-20.0,chirp,0.0,9,1.0,0.9766527348094516
32PSK,-20.0,chirp,5.0,9,1.0,0.9999891122182211
32PSK,-20.0,chirp,10.0,9,1.0,0.9999989138709174
32PSK,-20.0,tone,-10.0,9,0.0,0.06327082133955425
32PSK,-20.0,tone,-5.0,9,0.1111111111111111,0.35044679211245644
32PSK,-20.0,tone,0.0,9,1.0,0.9931911693678962
32PSK,-20.0,tone,5.0,9,1.0,0.9998982614941068
32PSK,-20.0,tone,10.0,9,1.0,0.9999926222695245
32PSK,-10.0,barrage,-10.0,10,0.0,0.0680160503834486
32PSK,-10.0,barrage,-5.0,10,0.1,0.3474811792373657
32PSK,-10.0,barrage,0.0,10,1.0,0.9907105326652527
32PSK,-10.0,barrage,5.0,10,1.0,0.999996566772461
32PSK,-10.0,barrage,10.0,10,1.0,0.9999999284744263
32PSK,-10.0,chirp,-10.0,10,0.0,0.07864131517708302
32PSK,-10.0,chirp,-5.0,10,0.4,0.42938250601291655
32PSK,-10.0,chirp,0.0,10,1.0,0.9930671453475952
32PSK,-10.0,chirp,5.0,10,1.0,0.9999825835227967
32PSK,-10.0,chirp,10.0,10,1.0,0.9999992966651916
32PSK,-10.0,tone,-10.0,10,0.0,0.07258510887622834
32PSK,-10.0,tone,-5.0,10,0.3,0.485553015768528
32PSK,-10.0,tone,0.0,10,1.0,0.9951840579509735
32PSK,-10.0,tone,5.0,10,1.0,0.9999854683876037
32PSK,-10.0,tone,10.0,10,1.0,0.9999988675117493
32PSK,0.0,barrage,-10.0,10,0.0,0.22308267951011657
32PSK,0.0,barrage,-5.0,10,0.7,0.6469184100627899
32PSK,0.0,barrage,0.0,10,1.0,0.9988112151622772
32PSK,0.0,barrage,5.0,10,1.0,0.9999993324279786
32PSK,0.0,barrage,10.0,10,1.0,0.9999999880790711
32PSK,0.0,chirp,-10.0,10,0.0,0.19159354865550995
32PSK,0.0,chirp,-5.0,10,0.9,0.7255979299545288
32PSK,0.0,chirp,0.0,10,1.0,0.9990166187286377
32PSK,0.0,chirp,5.0,10,1.0,0.9999959230422973
32PSK,0.0,chirp,10.0,10,1.0,0.9999994277954102
32PSK,0.0,tone,-10.0,10,0.1,0.2263030707836151
32PSK,0.0,tone,-5.0,10,1.0,0.7721408843994141
32PSK,0.0,tone,0.0,10,1.0,0.9989003241062164
32PSK,0.0,tone,5.0,10,1.0,0.9999941945075989
32PSK,0.0,tone,10.0,10,1.0,0.999987256526947
32PSK,10.0,barrage,-10.0,10,0.3,0.28160298988223076
32PSK,10.0,barrage,-5.0,10,1.0,0.8812438428401947
32PSK,10.0,barrage,0.0,10,1.0,0.9999413430690766
32PSK,10.0,barrage,5.0,10,1.0,0.999999749660492
32PSK,10.0,barrage,10.0,10,1.0,1.0
32PSK,10.0,chirp,-10.0,10,0.3,0.33365209922194483
32PSK,10.0,chirp,-5.0,10,1.0,0.9373672366142273
32PSK,10.0,chirp,0.0,10,1.0,0.9999309062957764
32PSK,10.0,chirp,5.0,10,1.0,0.9999939322471618
32PSK,10.0,chirp,10.0,10,1.0,0.9999995350837707
32PSK,10.0,tone,-10.0,10,0.3,0.40585522502660754
32PSK,10.0,tone,-5.0,10,1.0,0.9193980157375335
32PSK,10.0,tone,0.0,10,1.0,0.9999369084835052
32PSK,10.0,tone,5.0,10,1.0,0.9999522030353546
32PSK,10.0,tone,10.0,10,1.0,0.9999983072280884
32PSK,20.0,barrage,-10.0,10,0.1,0.27689806893467905
32PSK,20.0,barrage,-5.0,10,0.9,0.8316850811243057
32PSK,20.0,barrage,0.0,10,1.0,0.99991295337677
32PSK,20.0,barrage,5.0,10,1.0,0.9999997854232788
32PSK,20.0,barrage,10.0,10,1.0,1.0
32PSK,20.0,chirp,-10.0,10,0.2,0.2826228432357311
32PSK,20.0,chirp,-5.0,10,1.0,0.9144465863704682
32PSK,20.0,chirp,0.0,10,1.0,0.9999357759952545
32PSK,20.0,chirp,5.0,10,1.0,0.9999989032745361
32PSK,20.0,chirp,10.0,10,1.0,0.9999993562698364
32PSK,20.0,tone,-10.0,10,0.3,0.3893427364528179
32PSK,20.0,tone,-5.0,10,1.0,0.9645541131496429
32PSK,20.0,tone,0.0,10,1.0,0.9998892068862915
32PSK,20.0,tone,5.0,10,1.0,0.9999987244606018
32PSK,20.0,tone,10.0,10,1.0,0.9999998211860657
32PSK,30.0,barrage,-10.0,9,0.0,0.17239459935161802
32PSK,30.0,barrage,-5.0,9,1.0,0.83158364560869
32PSK,30.0,barrage,0.0,9,1.0,0.999889055887858
32PSK,30.0,barrage,5.0,9,1.0,0.9999997615814209
32PSK,30.0,barrage,10.0,9,1.0,1.0
32PSK,30.0,chirp,-10.0,9,0.0,0.211724315252569
32PSK,30.0,chirp,-5.0,9,1.0,0.9255716800689697
32PSK,30.0,chirp,0.0,9,1.0,0.9991500775019327
32PSK,30.0,chirp,5.0,9,1.0,0.9999989668528239
32PSK,30.0,chirp,10.0,9,1.0,0.9999999337726169
32PSK,30.0,tone,-10.0,9,0.0,0.21898472474681008
32PSK,30.0,tone,-5.0,9,1.0,0.9476933081944784
32PSK,30.0,tone,0.0,9,1.0,0.9999251100752089
32PSK,30.0,tone,5.0,9,1.0,0.9999829398261176
32PSK,30.0,tone,10.0,9,1.0,0.9999871651331583
32QAM,-20.0,barrage,-10.0,9,0.0,0.058789900607532926
32QAM,-20.0,barrage,-5.0,9,0.0,0.28037554853492314
32QAM,-20.0,barrage,0.0,9,1.0,0.9899373650550842
32QAM,-20.0,barrage,5.0,9,1.0,0.9999961588117812
32QAM,-20.0,barrage,10.0,9,1.0,0.9999999072816637
32QAM,-20.0,chirp,-10.0,9,0.0,0.06780697653690974
32QAM,-20.0,chirp,-5.0,9,0.3333333333333333,0.4299664894739787
32QAM,-20.0,chirp,0.0,9,1.0,0.9697789748509725
32QAM,-20.0,chirp,5.0,9,1.0,0.9999725090132819
32QAM,-20.0,chirp,10.0,9,1.0,0.999997165468004
32QAM,-20.0,tone,-10.0,9,0.0,0.07583705046110684
32QAM,-20.0,tone,-5.0,9,0.1111111111111111,0.3532844020260705
32QAM,-20.0,tone,0.0,9,1.0,0.9584080709351434
32QAM,-20.0,tone,5.0,9,1.0,0.9999655220243666
32QAM,-20.0,tone,10.0,9,1.0,0.9999988211525811
32QAM,-10.0,barrage,-10.0,9,0.0,0.07097343603769939
32QAM,-10.0,barrage,-5.0,9,0.0,0.30417345133092666
32QAM,-10.0,barrage,0.0,9,1.0,0.9915106760130988
32QAM,-10.0,barrage,5.0,9,1.0,0.9999962912665473
32QAM,-10.0,barrage,10.0,9,1.0,0.9999999072816637
32QAM,-10.0,chirp,-10.0,9,0.0,0.08039224810070461
32QAM,-10.0,chirp,-5.0,9,0.2222222222222222,0.38352518114778733
32QAM,-10.0,chirp,0.0,9,1.0,0.9857124421331618
32QAM,-10.0,chirp,5.0,9,1.0,0.9999944236543443
32QAM,-10.0,chirp,10.0,9,1.0,0.9999989933437772
32QAM,-10.0,tone,-10.0,9,0.0,0.07596895098686218
32QAM,-10.0,tone,-5.0,9,0.4444444444444444,0.41316109233432347
32QAM,-10.0,tone,0.0,9,1.0,0.9704009691874186
32QAM,-10.0,tone,5.0,9,1.0,0.9999870459238688
32QAM,-10.0,tone,10.0,9,1.0,0.9999807013405694
32QAM,0.0,barrage,-10.0,10,0.0,0.19621609300374984
32QAM,0.0,barrage,-5.0,10,0.9,0.7296560347080231
32QAM,0.0,barrage,0.0,10,1.0,0.9994702398777008
32QAM,0.0,barrage,5.0,10,1.0,0.9999994039535522
32QAM,0.0,barrage,10.0,10,1.0,0.9999999761581421
32QAM,0.0,chirp,-10.0,10,0.1,0.2462397962808609
32QAM,0.0,chirp,-5.0,10,0.8,0.7524783790111542
32QAM,0.0,chirp,0.0,10,1.0,0.9995584964752198
32QAM,0.0,chirp,5.0,10,1.0,0.9999977231025696
32QAM,0.0,chirp,10.0,10,1.0,0.9999996900558472
32QAM,0.0,tone,-10.0,10,0.1,0.2296279203146696
32QAM,0.0,tone,-5.0,10,0.8,0.7542943954467773
32QAM,0.0,tone,0.0,10,1.0,0.9990067481994629
32QAM,0.0,tone,5.0,10,1.0,0.9999973058700562
32QAM,0.0,tone,10.0,10,1.0,0.9999993681907654
32QAM,10.0,barrage,-10.0,10,0.3,0.37418603859841826
32QAM,10.0,barrage,-5.0,10,1.0,0.9313308537006378
32QAM,10.0,barrage,0.0,10,1.0,0.9999776482582092
32QAM,10.0,barrage,5.0,10,1.0,0.999999713897705
32QAM,10.0,barrage,10.0,10,1.0,1.0
32QAM,10.0,chirp,-10.0,10,0.5,0.4542739760130644
32QAM,10.0,chirp,-5.0,10,1.0,0.9483449697494507
32QAM,10.0,chirp,0.0,10,1.0,0.9999908685684205
32QAM,10.0,chirp,5.0,10,1.0,0.9999961256980896
32QAM,10.0,chirp,10.0,10,1.0,0.9999999165534973
32QAM,10.0,tone,-10.0,10,0.5,0.46376470699906347
32QAM,10.0,tone,-5.0,10,1.0,0.9437634170055389
32QAM,10.0,tone,0.0,10,1.0,0.9999703884124755
32QAM,10.0,tone,5.0,10,1.0,0.9999965190887451
32QAM,10.0,tone,10.0,10,1.0,0.9999999165534973
32QAM,20.0,barrage,-10.0,10,0.1,0.3262979552149773
32QAM,20.0,barrage,-5.0,10,1.0,0.9345335245132447
32QAM,20.0,barrage,0.0,10,1.0,0.9999885201454163
32QAM,20.0,barrage,5.0,10,1.0,0.9999998450279236
32QAM,20.0,barrage,10.0,10,1.0,1.0
32QAM,20.0,chirp,-10.0,10,0.3,0.3678853064775467
32QAM,20.0,chirp,-5.0,10,1.0,0.9692732751369476
32QAM,20.0,chirp,0.0,10,1.0,0.9999376058578491
32QAM,20.0,chirp,5.0,10,1.0,0.999998140335083
32QAM,20.0,chirp,10.0,10,1.0,0.9999999880790711
32QAM,20.0,tone,-10.0,10,0.5,0.4904475785791874
32QAM,20.0,tone,-5.0,10,0.9,0.9146351903676987
32QAM,20.0,tone,0.0,10,1.0,0.9995969355106353
32QAM,20.0,tone,5.0,10,1.0,0.9999982595443726
32QAM,20.0,tone,10.0,10,1.0,0.9999999284744263
32QAM,30.0,barrage,-10.0,9,0.6666666666666666,0.5678448213471307
32QAM,30.0,barrage,-5.0,9,1.0,0.985032300154368
32QAM,30.0,barrage,0.0,9,1.0,0.9999968343310885
32QAM,30.0,barrage,5.0,9,1.0,0.9999999337726169
32QAM,30.0,barrage,10.0,9,1.0,1.0
32QAM,30.0,chirp,-10.0,9,0.8888888888888888,0.6588743958208296
32QAM,30.0,chirp,-5.0,9,1.0,0.9875122043821547
32QAM,30.0,chirp,0.0,9,1.0,0.9999933110343086
32QAM,30.0,chirp,5.0,9,1.0,0.9999985032611423
32QAM,30.0,chirp,10.0,9,1.0,0.9999999735090468
32QAM,30.0,tone,-10.0,9,0.6666666666666666,0.6028874516487122
32QAM,30.0,tone,-5.0,9,1.0,0.9912626610861884
32QAM,30.0,tone,0.0,9,1.0,0.9998615980148315
32QAM,30.0,tone,5.0,9,1.0,0.999993536207411
32QAM,30.0,tone,10.0,9,1.0,1.0
4ASK,-20.0,barrage,-10.0,9,0.0,0.06640063226222992
4ASK,-20.0,barrage,-5.0,9,0.1111111111111111,0.30313024255964494
4ASK,-20.0,barrage,0.0,9,1.0,0.990107966793908
4ASK,-20.0,barrage,5.0,9,1.0,0.999996715121799
4ASK,-20.0,barrage,10.0,9,1.0,0.9999999072816637
4ASK,-20.0,chirp,-10.0,9,0.0,0.07497817898790042
4ASK,-20.0,chirp,-5.0,9,0.5555555555555556,0.48241830037699807
4ASK,-20.0,chirp,0.0,9,1.0,0.9515429271592034
4ASK,-20.0,chirp,5.0,9,1.0,0.9999551640616523
4ASK,-20.0,chirp,10.0,9,1.0,0.9999993112352159
4ASK,-20.0,tone,-10.0,9,0.0,0.11412543223963843
4ASK,-20.0,tone,-5.0,9,0.0,0.30790911614894867
4ASK,-20.0,tone,0.0,9,1.0,0.9893857174449496
4ASK,-20.0,tone,5.0,9,1.0,0.9999686810705397
4ASK,-20.0,tone,10.0,9,1.0,0.999998516506619
4ASK,-10.0,barrage,-10.0,10,0.0,0.06084879711270332
4ASK,-10.0,barrage,-5.0,10,0.0,0.25427962839603424
4ASK,-10.0,barrage,0.0,10,1.0,0.9905784010887146
4ASK,-10.0,barrage,5.0,10,1.0,0.9999963998794555
4ASK,-10.0,barrage,10.0,10,1.0,0.9999998927116394
4ASK,-10.0,chirp,-10.0,10,0.0,0.05908519253134727
4ASK,-10.0,chirp,-5.0,10,0.3,0.3973548114299774
4ASK,-10.0,chirp,0.0,10,1.0,0.9639833986759185
4ASK,-10.0,chirp,5.0,10,1.0,0.9999718010425568
4ASK,-10.0,chirp,10.0,10,1.0,0.9999990701675415
4ASK,-10.0,tone,-10.0,10,0.0,0.061015098541975024
4ASK,-10.0,tone,-5.0,10,0.3,0.47573273479938505
4ASK,-10.0,tone,0.0,10,1.0,0.9893607437610626
4ASK,-10.0,tone,5.0,10,1.0,0.9999887228012085
4ASK,-10.0,tone,10.0,10,1.0,0.9999822854995728
4ASK,0.0,barrage,-10.0,9,0.0,0.12581089759866396
4ASK,0.0,barrage,-5.0,9,0.7777777777777778,0.5688028799162971
4ASK,0.0,barrage,0.0,9,1.0,0.9949412279658847
4ASK,0.0,barrage,5.0,9,1.0,0.9999981058968438
4ASK,0.0,barrage,10.0,9,1.0,0.9999999602635702
4ASK,0.0,chirp,-10.0,9,0.0,0.1547351111140516
4ASK,0.0,chirp,-5.0,9,0.8888888888888888,0.6846649183167351
4ASK,0.0,chirp,0.0,9,1.0,0.9925725261370341
4ASK,0.0,chirp,5.0,9,1.0,0.9999880658255683
