modulation,source_snr_db,jammer_type,jsr_db,num_samples,detection_rate,mean_jam_probability
AM-DSB-SC,-10.0,barrage,0.0,9,1.0,0.9925342069731818
AM-DSB-SC,-10.0,barrage,5.0,9,1.0,0.9999965031941732
AM-DSB-SC,-10.0,barrage,10.0,9,1.0,0.999999894036187
AM-DSB-SC,-10.0,chirp,-10.0,9,0.0,0.0658992048766878
AM-DSB-SC,-10.0,chirp,-5.0,9,0.1111111111111111,0.33476784576972324
AM-DSB-SC,-10.0,chirp,0.0,9,1.0,0.9389220277468363
AM-DSB-SC,-10.0,chirp,5.0,9,1.0,0.9999596542782254
AM-DSB-SC,-10.0,chirp,10.0,9,1.0,0.9999991655349731
AM-DSB-SC,-10.0,tone,-10.0,9,0.0,0.08859611799319585
AM-DSB-SC,-10.0,tone,-5.0,9,0.0,0.3091888295279609
AM-DSB-SC,-10.0,tone,0.0,9,1.0,0.9822806517283121
AM-DSB-SC,-10.0,tone,5.0,9,1.0,0.9999895758099027
AM-DSB-SC,-10.0,tone,10.0,9,1.0,0.9999983045789931
AM-DSB-SC,0.0,barrage,-10.0,10,0.0,0.10285839959979057
AM-DSB-SC,0.0,barrage,-5.0,10,0.5,0.5093339562416077
AM-DSB-SC,0.0,barrage,0.0,10,1.0,0.9949656009674073
AM-DSB-SC,0.0,barrage,5.0,10,1.0,0.9999979734420776
AM-DSB-SC,0.0,barrage,10.0,10,1.0,0.9999999761581421
AM-DSB-SC,0.0,chirp,-10.0,10,0.0,0.12347302734851837
AM-DSB-SC,0.0,chirp,-5.0,10,0.6,0.550266781449318
AM-DSB-SC,0.0,chirp,0.0,10,1.0,0.986278748512268
AM-DSB-SC,0.0,chirp,5.0,10,1.0,0.9999898791313171
AM-DSB-SC,0.0,chirp,10.0,10,1.0,0.9999994754791259
AM-DSB-SC,0.0,tone,-10.0,10,0.0,0.1488528847694397
AM-DSB-SC,0.0,tone,-5.0,10,0.7,0.652528640627861
AM-DSB-SC,0.0,tone,0.0,10,1.0,0.9923104166984558
AM-DSB-SC,0.0,tone,5.0,10,1.0,0.999989676475525
AM-DSB-SC,0.0,tone,10.0,10,1.0,0.9999990105628968
AM-DSB-SC,10.0,barrage,-10.0,10,0.0,0.07401145808398724
AM-DSB-SC,10.0,barrage,-5.0,10,0.6,0.5410975724458694
AM-DSB-SC,10.0,barrage,0.0,10,1.0,0.9962115228176117
AM-DSB-SC,10.0,barrage,5.0,10,1.0,0.9999988436698913
AM-DSB-SC,10.0,barrage,10.0,10,1.0,0.9999999880790711
AM-DSB-SC,10.0,chirp,-10.0,10,0.0,0.07240616250783205
AM-DSB-SC,10.0,chirp,-5.0,10,0.6,0.49604478627443316
AM-DSB-SC,10.0,chirp,0.0,10,1.0,0.9974088311195374
AM-DSB-SC,10.0,chirp,5.0,10,1.0,0.9998444676399231
AM-DSB-SC,10.0,chirp,10.0,10,1.0,0.9999994993209839
AM-DSB-SC,10.0,tone,-10.0,10,0.0,0.12205375768244267
AM-DSB-SC,10.0,tone,-5.0,10,1.0,0.8202488720417023
AM-DSB-SC,10.0,tone,0.0,10,1.0,0.9984622538089752
AM-DSB-SC,10.0,tone,5.0,10,1.0,0.999993371963501
AM-DSB-SC,10.0,tone,10.0,10,1.0,0.9999939322471618
AM-DSB-SC,20.0,barrage,-10.0,10,0.0,0.07942592650651932
AM-DSB-SC,20.0,barrage,-5.0,10,0.5,0.528935295343399
AM-DSB-SC,20.0,barrage,0.0,10,1.0,0.9963085293769837
AM-DSB-SC,20.0,barrage,5.0,10,1.0,0.9999989151954651
AM-DSB-SC,20.0,barrage,10.0,10,1.0,0.9999999880790711
AM-DSB-SC,20.0,chirp,-10.0,10,0.0,0.08525157552212477
AM-DSB-SC,20.0,chirp,-5.0,10,0.6,0.6415622025728226
AM-DSB-SC,20.0,chirp,0.0,10,1.0,0.9978854358196259
AM-DSB-SC,20.0,chirp,5.0,10,1.0,0.9999991059303284
AM-DSB-SC,20.0,chirp,10.0,10,1.0,0.9999995470046997
AM-DSB-SC,20.0,tone,-10.0,10,0.0,0.09359019510447979
AM-DSB-SC,20.0,tone,-5.0,10,0.9,0.7509255282580852
AM-DSB-SC,20.0,tone,0.0,10,1.0,0.9987896740436554
AM-DSB-SC,20.0,tone,5.0,10,1.0,0.9999851226806641
AM-DSB-SC,20.0,tone,10.0,10,1.0,0.9999969124794006
AM-DSB-SC,30.0,barrage,-10.0,9,0.0,0.09209769260552195
AM-DSB-SC,30.0,barrage,-5.0,9,0.7777777777777778,0.6009734438525306
AM-DSB-SC,30.0,barrage,0.0,9,1.0,0.9965714414914449
AM-DSB-SC,30.0,barrage,5.0,9,1.0,0.9999989668528239
AM-DSB-SC,30.0,barrage,10.0,9,1.0,0.9999999867545234
AM-DSB-SC,30.0,chirp,-10.0,9,0.0,0.14613413996994495
AM-DSB-SC,30.0,chirp,-5.0,9,0.7777777777777778,0.6760455071926117
AM-DSB-SC,30.0,chirp,0.0,9,1.0,0.9967551032702128
AM-DSB-SC,30.0,chirp,5.0,9,1.0,0.999996026357015
AM-DSB-SC,30.0,chirp,10.0,9,1.0,0.9999995893902249
AM-DSB-SC,30.0,tone,-10.0,9,0.0,0.15278474738200506
AM-DSB-SC,30.0,tone,-5.0,9,0.7777777777777778,0.7049308121204376
AM-DSB-SC,30.0,tone,0.0,9,1.0,0.9934322900242276
AM-DSB-SC,30.0,tone,5.0,9,1.0,0.9999981721242269
AM-DSB-SC,30.0,tone,10.0,9,1.0,0.999999549653795
AM-DSB-WC,-20.0,barrage,-10.0,10,0.0,0.05880623646080494
AM-DSB-WC,-20.0,barrage,-5.0,10,0.0,0.2907031774520874
AM-DSB-WC,-20.0,barrage,0.0,10,1.0,0.9884087681770325
AM-DSB-WC,-20.0,barrage,5.0,10,1.0,0.9999967217445374
AM-DSB-WC,-20.0,barrage,10.0,10,1.0,0.9999998927116394
AM-DSB-WC,-20.0,chirp,-10.0,10,0.0,0.0658349372446537
AM-DSB-WC,-20.0,chirp,-5.0,10,0.2,0.35642184391617776
AM-DSB-WC,-20.0,chirp,0.0,10,1.0,0.982540076971054
AM-DSB-WC,-20.0,chirp,5.0,10,1.0,0.999966961145401
AM-DSB-WC,-20.0,chirp,10.0,10,1.0,0.9999984860420227
AM-DSB-WC,-20.0,tone,-10.0,10,0.0,0.06347287856042386
AM-DSB-WC,-20.0,tone,-5.0,10,0.2,0.40043105483055114
AM-DSB-WC,-20.0,tone,0.0,10,1.0,0.9869067192077636
AM-DSB-WC,-20.0,tone,5.0,10,1.0,0.9999715566635132
AM-DSB-WC,-20.0,tone,10.0,10,1.0,0.9999994516372681
AM-DSB-WC,-10.0,barrage,-10.0,10,0.0,0.060397228226065636
AM-DSB-WC,-10.0,barrage,-5.0,10,0.0,0.2906493455171585
AM-DSB-WC,-10.0,barrage,0.0,10,1.0,0.991492611169815
AM-DSB-WC,-10.0,barrage,5.0,10,1.0,0.9999964714050293
AM-DSB-WC,-10.0,barrage,10.0,10,1.0,0.9999999403953552
AM-DSB-WC,-10.0,chirp,-10.0,10,0.0,0.06573274992406368
AM-DSB-WC,-10.0,chirp,-5.0,10,0.1,0.3043654732406139
AM-DSB-WC,-10.0,chirp,0.0,10,1.0,0.9389638483524323
AM-DSB-WC,-10.0,chirp,5.0,10,1.0,0.9999129593372345
AM-DSB-WC,-10.0,chirp,10.0,10,1.0,0.9999986886978149
AM-DSB-WC,-10.0,tone,-10.0,10,0.0,0.07491734363138676
AM-DSB-WC,-10.0,tone,-5.0,10,0.3,0.389749114215374
AM-DSB-WC,-10.0,tone,0.0,10,1.0,0.963539057970047
AM-DSB-WC,-10.0,tone,5.0,10,1.0,0.9999644041061402
AM-DSB-WC,-10.0,tone,10.0,10,1.0,0.9999982476234436
AM-DSB-WC,0.0,barrage,-10.0,10,0.0,0.14432150200009347
AM-DSB-WC,0.0,barrage,-5.0,10,0.8,0.640611931681633
AM-DSB-WC,0.0,barrage,0.0,10,1.0,0.9977425932884216
AM-DSB-WC,0.0,barrage,5.0,10,1.0,0.9999987840652466
AM-DSB-WC,0.0,barrage,10.0,10,1.0,1.0
AM-DSB-WC,0.0,chirp,-10.0,10,0.0,0.18237424716353418
AM-DSB-WC,0.0,chirp,-5.0,10,0.9,0.7167256265878678
AM-DSB-WC,0.0,chirp,0.0,10,1.0,0.9965254187583923
AM-DSB-WC,0.0,chirp,5.0,10,1.0,0.9999980926513672
AM-DSB-WC,0.0,chirp,10.0,10,1.0,0.999999725818634
AM-DSB-WC,0.0,tone,-10.0,10,0.0,0.16172249913215636
AM-DSB-WC,0.0,tone,-5.0,10,1.0,0.7565218567848205
AM-DSB-WC,0.0,tone,0.0,10,1.0,0.9990771055221558
AM-DSB-WC,0.0,tone,5.0,10,1.0,0.9999981999397278
AM-DSB-WC,0.0,tone,10.0,10,1.0,0.9999970436096192
AM-DSB-WC,10.0,barrage,-10.0,10,0.0,0.1389542520046234
AM-DSB-WC,10.0,barrage,-5.0,10,1.0,0.7995879173278808
AM-DSB-WC,10.0,barrage,0.0,10,1.0,0.9989500939846039
AM-DSB-WC,10.0,barrage,5.0,10,1.0,0.9999995112419129
AM-DSB-WC,10.0,barrage,10.0,10,1.0,1.0
AM-DSB-WC,10.0,chirp,-10.0,10,0.0,0.12706570886075497
AM-DSB-WC,10.0,chirp,-5.0,10,0.9,0.8817315459251404
AM-DSB-WC,10.0,chirp,0.0,10,1.0,0.9995259702205658
AM-DSB-WC,10.0,chirp,5.0,10,1.0,0.9999940156936645
AM-DSB-WC,10.0,chirp,10.0,10,1.0,0.9999997019767761
AM-DSB-WC,10.0,tone,-10.0,10,0.0,0.18774052932858468
AM-DSB-WC,10.0,tone,-5.0,10,0.9,0.8451844837516547
AM-DSB-WC,10.0,tone,0.0,10,1.0,0.9985057532787323
AM-DSB-WC,10.0,tone,5.0,10,1.0,0.9999978423118592
AM-DSB-WC,10.0,tone,10.0,10,1.0,0.9999995112419129
AM-DSB-WC,20.0,barrage,-10.0,10,0.0,0.1166968010365963
AM-DSB-WC,20.0,barrage,-5.0,10,1.0,0.7561664819717407
AM-DSB-WC,20.0,barrage,0.0,10,1.0,0.9987202703952789
AM-DSB-WC,20.0,barrage,5.0,10,1.0,0.9999994039535522
AM-DSB-WC,20.0,barrage,10.0,10,1.0,1.0
AM-DSB-WC,20.0,chirp,-10.0,10,0.0,0.1524369243532419
AM-DSB-WC,20.0,chirp,-5.0,10,0.7,0.6169423446059227
AM-DSB-WC,20.0,chirp,0.0,10,1.0,0.9995666384696961
AM-DSB-WC,20.0,chirp,5.0,10,1.0,0.9999983072280884
AM-DSB-WC,20.0,chirp,10.0,10,1.0,0.9999966382980346
AM-DSB-WC,20.0,tone,-10.0,10,0.0,0.15802729427814483
AM-DSB-WC,20.0,tone,-5.0,10,0.9,0.8589798510074615
AM-DSB-WC,20.0,tone,0.0,10,1.0,0.9998358607292175
AM-DSB-WC,20.0,tone,5.0,10,1.0,0.9999995946884155
AM-DSB-WC,20.0,tone,10.0,10,1.0,0.9999995946884155
AM-DSB-WC,30.0,barrage,-10.0,10,0.0,0.1438579700887203
AM-DSB-WC,30.0,barrage,-5.0,10,1.0,0.7731055319309235
AM-DSB-WC,30.0,barrage,0.0,10,1.0,0.9989266991615295
AM-DSB-WC,30.0,barrage,5.0,10,1.0,0.9999993681907654
AM-DSB-WC,30.0,barrage,10.0,10,1.0,1.0
AM-DSB-WC,30.0,chirp,-10.0,10,0.0,0.24192939698696136
AM-DSB-WC,30.0,chirp,-5.0,10,0.8,0.7507651463150978
AM-DSB-WC,30.0,chirp,0.0,10,1.0,0.9837436854839325
AM-DSB-WC,30.0,chirp,5.0,10,1.0,0.999998676776886
AM-DSB-WC,30.0,chirp,10.0,10,1.0,0.9999996662139893
AM-DSB-WC,30.0,tone,-10.0,10,0.1,0.19942485615611077
AM-DSB-WC,30.0,tone,-5.0,10,1.0,0.9078160464763642
AM-DSB-WC,30.0,tone,0.0,10,1.0,0.9998105227947235
AM-DSB-WC,30.0,tone,5.0,10,1.0,0.9999982476234436
AM-DSB-WC,30.0,tone,10.0,10,1.0,0.9999997973442077
AM-SSB-SC,-20.0,barrage,-10.0,10,0.0,0.06478935629129409
AM-SSB-SC,-20.0,barrage,-5.0,10,0.0,0.3088271200656891
AM-SSB-SC,-20.0,barrage,0.0,10,1.0,0.9892543971538543
AM-SSB-SC,-20.0,barrage,5.0,10,1.0,0.9999967813491821
AM-SSB-SC,-20.0,barrage,10.0,10,1.0,0.9999999284744263
AM-SSB-SC,-20.0,chirp,-10.0,10,0.0,0.06668605357408523
AM-SSB-SC,-20.0,chirp,-5.0,10,0.2,0.3916241228580475
AM-SSB-SC,-20.0,chirp,0.0,10,1.0,0.9810831725597382
AM-SSB-SC,-20.0,chirp,5.0,10,1.0,0.9999278068542481
AM-SSB-SC,-20.0,chirp,10.0,10,1.0,0.9999992728233338
AM-SSB-SC,-20.0,tone,-10.0,10,0.0,0.08144000303000212
AM-SSB-SC,-20.0,tone,-5.0,10,0.1,0.3095643222332001
AM-SSB-SC,-20.0,tone,0.0,10,1.0,0.9913465142250061
AM-SSB-SC,-20.0,tone,5.0,10,1.0,0.999989652633667
AM-SSB-SC,-20.0,tone,10.0,10,1.0,0.9999848484992981
AM-SSB-SC,-10.0,barrage,-10.0,9,0.0,0.06193889304995537
AM-SSB-SC,-10.0,barrage,-5.0,9,0.0,0.25667385425832534
AM-SSB-SC,-10.0,barrage,0.0,9,1.0,0.9898231559329562
AM-SSB-SC,-10.0,barrage,5.0,9,1.0,0.9999965031941732
AM-SSB-SC,-10.0,barrage,10.0,9,1.0,0.999999894036187
AM-SSB-SC,-10.0,chirp,-10.0,9,0.0,0.057055138465431005
AM-SSB-SC,-10.0,chirp,-5.0,9,0.1111111111111111,0.34546690103080535
AM-SSB-SC,-10.0,chirp,0.0,9,1.0,0.9825298388799032
AM-SSB-SC,-10.0,chirp,5.0,9,1.0,0.9999970197677612
AM-SSB-SC,-10.0,chirp,10.0,9,1.0,0.9999988211525811
AM-SSB-SC,-10.0,tone,-10.0,9,0.0,0.06780583783984184
AM-SSB-SC,-10.0,tone,-5.0,9,0.2222222222222222,0.41967932383219403
AM-SSB-SC,-10.0,tone,0.0,9,1.0,0.9798753923839993
AM-SSB-SC,-10.0,tone,5.0,9,1.0,0.9999897082646688
AM-SSB-SC,-10.0,tone,10.0,9,1.0,0.9999760389328003
AM-SSB-SC,0.0,barrage,-10.0,10,0.0,0.11252330802381039
AM-SSB-SC,0.0,barrage,-5.0,10,0.4,0.500950250029564
AM-SSB-SC,0.0,barrage,0.0,10,1.0,0.993869835138321
AM-SSB-SC,0.0,barrage,5.0,10,1.0,0.9999983310699463
AM-SSB-SC,0.0,barrage,10.0,10,1.0,0.9999999880790711
AM-SSB-SC,0.0,chirp,-10.0,10,0.0,0.1295108675956726
AM-SSB-SC,0.0,chirp,-5.0,10,0.8,0.5694906026124954
AM-SSB-SC,0.0,chirp,0.0,10,1.0,0.9909342527389526
AM-SSB-SC,0.0,chirp,5.0,10,1.0,0.9999965190887451
AM-SSB-SC,0.0,chirp,10.0,10,1.0,0.999999463558197
AM-SSB-SC,0.0,tone,-10.0,10,0.0,0.13240136727690696
AM-SSB-SC,0.0,tone,-5.0,10,0.7,0.6262580901384354
AM-SSB-SC,0.0,tone,0.0,10,1.0,0.9960416197776795
AM-SSB-SC,0.0,tone,5.0,10,1.0,0.9999945759773254
AM-SSB-SC,0.0,tone,10.0,10,1.0,0.999986183643341
AM-SSB-SC,10.0,barrage,-10.0,10,0.0,0.10370263550430536
AM-SSB-SC,10.0,barrage,-5.0,10,0.6,0.5628131613135338
AM-SSB-SC,10.0,barrage,0.0,10,1.0,0.9962276756763458
AM-SSB-SC,10.0,barrage,5.0,10,1.0,0.9999988794326782
AM-SSB-SC,10.0,barrage,10.0,10,1.0,0.9999999880790711
AM-SSB-SC,10.0,chirp,-10.0,10,0.0,0.09540717303752899
AM-SSB-SC,10.0,chirp,-5.0,10,0.7,0.7062325596809387
AM-SSB-SC,10.0,chirp,0.0,10,1.0,0.9902689278125762
AM-SSB-SC,10.0,chirp,5.0,10,1.0,0.9999944806098938
AM-SSB-SC,10.0,chirp,10.0,10,1.0,0.9999980330467224
AM-SSB-SC,10.0,tone,-10.0,10,0.0,0.1402992053888738
AM-SSB-SC,10.0,tone,-5.0,10,0.9,0.7862574905157089
AM-SSB-SC,10.0,tone,0.0,10,1.0,0.9985043346881867
AM-SSB-SC,10.0,tone,5.0,10,1.0,0.9999742209911346
AM-SSB-SC,10.0,tone,10.0,10,1.0,0.999984610080719
AM-SSB-SC,20.0,barrage,-10.0,10,0.0,0.10294694229960441
AM-SSB-SC,20.0,barrage,-5.0,10,0.7,0.6081531375646592
AM-SSB-SC,20.0,barrage,0.0,10,1.0,0.9953967750072479
AM-SSB-SC,20.0,barrage,5.0,10,1.0,0.9999987006187439
AM-SSB-SC,20.0,barrage,10.0,10,1.0,0.9999999761581421
AM-SSB-SC,20.0,chirp,-10.0,10,0.0,0.11893568113446236
AM-SSB-SC,20.0,chirp,-5.0,10,0.6,0.6395560920238494
AM-SSB-SC,20.0,chirp,0.0,10,1.0,0.9992418408393859
AM-SSB-SC,20.0,chirp,5.0,10,1.0,0.9999983310699463
AM-SSB-SC,20.0,chirp,10.0,10,1.0,0.999999487400055
AM-SSB-SC,20.0,tone,-10.0,10,0.0,0.15657525770366193
AM-SSB-SC,20.0,tone,-5.0,10,1.0,0.7925801455974579
AM-SSB-SC,20.0,tone,0.0,10,1.0,0.99937424659729
AM-SSB-SC,20.0,tone,5.0,10,1.0,0.999998939037323
AM-SSB-SC,20.0,tone,10.0,10,1.0,0.9999947786331177
AM-SSB-SC,30.0,barrage,-10.0,10,0.0,0.07844070084393025
AM-SSB-SC,30.0,barrage,-5.0,10,0.8,0.572098633646965
AM-SSB-SC,30.0,barrage,0.0,10,1.0,0.9963716208934784
AM-SSB-SC,30.0,barrage,5.0,10,1.0,0.9999986290931702
AM-SSB-SC,30.0,barrage,10.0,10,1.0,0.9999999761581421
AM-SSB-SC,30.0,chirp,-10.0,10,0.0,0.09155550375580787
AM-SSB-SC,30.0,chirp,-5.0,10,0.8,0.6864272087812424
AM-SSB-SC,30.0,chirp,0.0,10,1.0,0.9978718280792236
AM-SSB-SC,30.0,chirp,5.0,10,1.0,0.9999974250793457
AM-SSB-SC,30.0,chirp,10.0,10,1.0,0.9999955654144287
AM-SSB-SC,30.0,tone,-10.0,10,0.0,0.11729370951652526
AM-SSB-SC,30.0,tone,-5.0,10,0.7,0.6812199503183365
AM-SSB-SC,30.0,tone,0.0,10,1.0,0.9961699187755585
AM-SSB-SC,30.0,tone,5.0,10,1.0,0.999998927116394
AM-SSB-SC,30.0,tone,10.0,10,1.0,0.9999832510948181
AM-SSB-WC,-20.0,barrage,-10.0,10,0.0,0.06330564431846142
AM-SSB-WC,-20.0,barrage,-5.0,10,0.1,0.348112353682518
AM-SSB-WC,-20.0,barrage,0.0,10,1.0,0.992168414592743
AM-SSB-WC,-20.0,barrage,5.0,10,1.0,0.9999962210655212
AM-SSB-WC,-20.0,barrage,10.0,10,1.0,0.9999999046325684
AM-SSB-WC,-20.0,chirp,-10.0,10,0.0,0.06778527274727822
AM-SSB-WC,-20.0,chirp,-5.0,10,0.2,0.3628055453300476
AM-SSB-WC,-20.0,chirp,0.0,10,1.0,0.9943359732627869
AM-SSB-WC,-20.0,chirp,5.0,10,1.0,0.999949312210083
AM-SSB-WC,-20.0,chirp,10.0,10,1.0,0.9999970436096192
AM-SSB-WC,-20.0,tone,-10.0,10,0.0,0.07624992020428181
AM-SSB-WC,-20.0,tone,-5.0,10,0.2,0.40197724029421805
AM-SSB-WC,-20.0,tone,0.0,10,1.0,0.97528355717659
AM-SSB-WC,-20.0,tone,5.0,10,1.0,0.9999687135219574
AM-SSB-WC,-20.0,tone,10.0,10,1.0,0.9999991178512573
AM-SSB-WC,-10.0,barrage,-10.0,10,0.0,0.073314119130373
AM-SSB-WC,-10.0,barrage,-5.0,10,0.1,0.33905597031116486
AM-SSB-WC,-10.0,barrage,0.0,10,1.0,0.9920069098472595
AM-SSB-WC,-10.0,barrage,5.0,10,1.0,0.9999970316886901
AM-SSB-WC,-10.0,barrage,10.0,10,1.0,0.9999999165534973
AM-SSB-WC,-10.0,chirp,-10.0,10,0.0,0.07897697202861309
AM-SSB-WC,-10.0,chirp,-5.0,10,0.4,0.43104290664196016
AM-SSB-WC,-10.0,chirp,0.0,10,1.0,0.9630448341369628
AM-SSB-WC,-10.0,chirp,5.0,10,1.0,0.9999693989753723
AM-SSB-WC,-10.0,chirp,10.0,10,1.0,0.9999987483024597
AM-SSB-WC,-10.0,tone,-10.0,10,0.0,0.0818138387054205
AM-SSB-WC,-10.0,tone,-5.0,10,0.2,0.418206425011158
AM-SSB-WC,-10.0,tone,0.0,10,1.0,0.9919530212879181
AM-SSB-WC,-10.0,tone,5.0,10,1.0,0.9999487161636352
AM-SSB-WC,-10.0,tone,10.0,10,1.0,0.9999960780143737
AM-SSB-WC,0.0,barrage,-10.0,10,0.0,0.12453173510730267
AM-SSB-WC,0.0,barrage,-5.0,10,0.7,0.6269132196903229
AM-SSB-WC,0.0,barrage,0.0,10,1.0,0.9996319353580475
AM-SSB-WC,0.0,barrage,5.0,10,1.0,0.9999990701675415
AM-SSB-WC,0.0,barrage,10.0,10,1.0,0.9999999642372132
AM-SSB-WC,0.0,chirp,-10.0,10,0.0,0.1369123175740242
AM-SSB-WC,0.0,chirp,-5.0,10,0.8,0.6906786918640136
AM-SSB-WC,0.0,chirp,0.0,10,1.0,0.9962256669998169
AM-SSB-WC,0.0,chirp,5.0,10,1.0,0.9999963760375976
AM-SSB-WC,0.0,chirp,10.0,10,1.0,0.999999487400055
AM-SSB-WC,0.0,tone,-10.0,10,0.1,0.21609273552894592
AM-SSB-WC,0.0,tone,-5.0,10,0.7,0.6606526106595993
AM-SSB-WC,0.0,tone,0.0,10,1.0,0.9982377171516419
AM-SSB-WC,0.0,tone,5.0,10,1.0,0.9999943137168884
AM-SSB-WC,0.0,tone,10.0,10,1.0,0.9999929666519165
AM-SSB-WC,10.0,barrage,-10.0,10,0.8,0.8083026975393295
AM-SSB-WC,10.0,barrage,-5.0,10,1.0,0.9997677683830262
AM-SSB-WC,10.0,barrage,0.0,10,1.0,0.9999998688697815
AM-SSB-WC,10.0,barrage,5.0,10,1.0,1.0
AM-SSB-WC,10.0,barrage,10.0,10,1.0,1.0
AM-SSB-WC,10.0,chirp,-10.0,10,0.9,0.8222645282745361
AM-SSB-WC,10.0,chirp,-5.0,10,1.0,0.9997552812099457
AM-SSB-WC,10.0,chirp,0.0,10,1.0,0.9999987721443176
AM-SSB-WC,10.0,chirp,5.0,10,1.0,1.0
AM-SSB-WC,10.0,chirp,10.0,10,1.0,1.0
AM-SSB-WC,10.0,tone,-10.0,10,0.9,0.8074446976184845
AM-SSB-WC,10.0,tone,-5.0,10,1.0,0.9994791269302368
AM-SSB-WC,10.0,tone,0.0,10,1.0,0.999999737739563
AM-SSB-WC,10.0,tone,5.0,10,1.0,1.0
AM-SSB-WC,10.0,tone,10.0,10,1.0,1.0
AM-SSB-WC,20.0,barrage,-10.0,10,0.8,0.7973695397377014
AM-SSB-WC,20.0,barrage,-5.0,10,1.0,0.9996929049491883
AM-SSB-WC,20.0,barrage,0.0,10,1.0,0.9999997973442077
AM-SSB-WC,20.0,barrage,5.0,10,1.0,1.0
AM-SSB-WC,20.0,barrage,10.0,10,1.0,1.0
AM-SSB-WC,20.0,chirp,-10.0,10,0.7,0.7485404659062624
AM-SSB-WC,20.0,chirp,-5.0,10,1.0,0.9998179018497467
AM-SSB-WC,20.0,chirp,0.0,10,1.0,0.9999999284744263
AM-SSB-WC,20.0,chirp,5.0,10,1.0,1.0
AM-SSB-WC,20.0,chirp,10.0,10,1.0,1.0
AM-SSB-WC,20.0,tone,-10.0,10,0.9,0.8440031990408897
AM-SSB-WC,20.0,tone,-5.0,10,1.0,0.9984780609607696
AM-SSB-WC,20.0,tone,0.0,10,1.0,0.9999996066093445
AM-SSB-WC,20.0,tone,5.0,10,1.0,1.0
AM-SSB-WC,20.0,tone,10.0,10,1.0,1.0
AM-SSB-WC,30.0,barrage,-10.0,10,0.7,0.7285621915012598
AM-SSB-WC,30.0,barrage,-5.0,10,1.0,0.9996101081371307
AM-SSB-WC,30.0,barrage,0.0,10,1.0,0.9999995589256286
AM-SSB-WC,30.0,barrage,5.0,10,1.0,1.0
AM-SSB-WC,30.0,barrage,10.0,10,1.0,1.0
AM-SSB-WC,30.0,chirp,-10.0,10,0.7,0.6792865499854088
AM-SSB-WC,30.0,chirp,-5.0,10,1.0,0.999799245595932
AM-SSB-WC,30.0,chirp,0.0,10,1.0,0.9999996066093445
AM-SSB-WC,30.0,chirp,5.0,10,1.0,1.0
AM-SSB-WC,30.0,chirp,10.0,10,1.0,1.0
AM-SSB-WC,30.0,tone,-10.0,10,0.6,0.6562279601581394
AM-SSB-WC,30.0,tone,-5.0,10,1.0,0.9988175690174103
AM-SSB-WC,30.0,tone,0.0,10,1.0,0.9999606728553772
AM-SSB-WC,30.0,tone,5.0,10,1.0,1.0
AM-SSB-WC,30.0,tone,10.0,10,1.0,1.0
BPSK,-20.0,barrage,-10.0,10,0.0,0.05666106287389994
BPSK,-20.0,barrage,-5.0,10,0.0,0.28180204778909684
BPSK,-20.0,barrage,0.0,10,1.0,0.9884365558624267
BPSK,-20.0,barrage,5.0,10,1.0,0.9999963760375976
BPSK,-20.0,barrage,10.0,10,1.0,0.9999998807907104
BPSK,-20.0,chirp,-10.0,10,0.0,0.054362634383142
BPSK,-20.0,chirp,-5.0,10,0.2,0.32830332815647123
BPSK,-20.0,chirp,0.0,10,1.0,0.9375222861766815
BPSK,-20.0,chirp,5.0,10,1.0,0.9998932480812073
BPSK,-20.0,chirp,10.0,10,1.0,0.9999980092048645
BPSK,-20.0,tone,-10.0,10,0.0,0.06841396167874336
BPSK,-20.0,tone,-5.0,10,0.1,0.2603317700326443
BPSK,-20.0,tone,0.0,10,1.0,0.9919978618621826
BPSK,-20.0,tone,5.0,10,1.0,0.9999627530574798
BPSK,-20.0,tone,10.0,10,1.0,0.9999883651733399
BPSK,-10.0,barrage,-10.0,9,0.0,0.07081067644887501
BPSK,-10.0,barrage,-5.0,9,0.1111111111111111,0.3482706993818283
BPSK,-10.0,barrage,0.0,9,1.0,0.9906009236971537
BPSK,-10.0,barrage,5.0,9,1.0,0.9999970197677612
BPSK,-10.0,barrage,10.0,9,1.0,0.999999894036187
BPSK,-10.0,chirp,-10.0,9,0.0,0.07933111323250665
BPSK,-10.0,chirp,-5.0,9,0.3333333333333333,0.42615840335687
BPSK,-10.0,chirp,0.0,9,1.0,0.9779266516367594
BPSK,-10.0,chirp,5.0,9,1.0,0.999997788005405
BPSK,-10.0,chirp,10.0,9,1.0,0.9999991257985433
BPSK,-10.0,tone,-10.0,9,0.0,0.07405298617151049
BPSK,-10.0,tone,-5.0,9,0.2222222222222222,0.396163124177191
BPSK,-10.0,tone,0.0,9,1.0,0.9857810139656067
BPSK,-10.0,tone,5.0,9,1.0,0.9999832312266032
BPSK,-10.0,tone,10.0,9,1.0,0.9999986489613851
BPSK,0.0,barrage,-10.0,10,0.0,0.12426746934652329
BPSK,0.0,barrage,-5.0,10,0.7,0.5336160242557526
BPSK,0.0,barrage,0.0,10,1.0,0.9957482516765594
BPSK,0.0,barrage,5.0,10,1.0,0.9999980211257935
BPSK,0.0,barrage,10.0,10,1.0,0.9999999761581421
BPSK,0.0,chirp,-10.0,10,0.0,0.16538532823324203
BPSK,0.0,chirp,-5.0,10,0.8,0.6395086079835892
