source_snr_db,num_samples,detection_rate,mean_jam_probability
-20.0,3435,0.6337700145560408,0.6839250839086252
-10.0,3480,0.6344827586206897,0.6821485289795346
0.0,3480,0.7540229885057471,0.7563741329093946
10.0,3480,0.7922413793103448,0.790488039319746
20.0,3465,0.7962481962481962,0.7955505593565614
30.0,3405,0.7964757709251101,0.7941983900983406
